D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_10_607.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_10_607.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_10_607.jpg, 0, 1, 0, 14.88488
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_10_709.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_10_709.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_10_709.jpg, 0, 1, 0, 15.83319
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_10_809.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_10_809.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_10_809.jpg, 0, 0.705213, 0, 16.87593
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_10_910.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_10_910.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_10_910.jpg, -0.005415, 1, 0, 17.93438
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_011.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_011.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_011.jpg, -0.3054142, 0.8167033, 0, 18.67944
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_113.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_113.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_113.jpg, -0.3067117, 0.5141258, 0, 19.41144
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_214.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_214.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_214.jpg, -0.006846977, 0.2142612, 0, 19.38206
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_315.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_315.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_315.jpg, 0, 0, 0, 19.59334
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_417.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_417.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_417.jpg, 0, 0, 0, 19.01665
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_517.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_517.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_517.jpg, -0.0538509, 0, 0, 19.23344
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_619.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_619.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_619.jpg, -0.1062681, 0, 0, 18.56671
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_720.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_720.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_720.jpg, 0, 0, 0, 18.84853
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_821.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_821.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_821.jpg, 0, 0.1643532, 0, 18.23108
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_11_922.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_11_922.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_11_922.jpg, 0, 0.3267056, 0, 18.84647
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_022.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_022.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_022.jpg, -0.1418973, 0.02402212, 0, 18.46665
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_123.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_123.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_123.jpg, -0.1847622, 0, 0, 18.68338
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_224.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_224.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_224.jpg, 0, 0, 0, 18.00008
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_325.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_325.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_325.jpg, 0, 0, 0, 18.31444
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_426.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_426.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_426.jpg, 0, 0, 0, 17.61877
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_528.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_528.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_528.jpg, 0, 0, 0, 17.95566
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_629.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_629.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_629.jpg, -0.243249, 0, 0, 17.24764
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_730.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_730.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_730.jpg, -0.215627, 0, 0, 16.94609
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_831.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_831.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_831.jpg, 0, 0, 0, 17.3011
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_12_931.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_12_931.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_12_931.jpg, 0, 0.2199756, 0, 16.69036
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_031.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_031.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_031.jpg, 0, 0.2240848, 0, 17.37456
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_133.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_133.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_133.jpg, 0, 0, 0, 16.80202
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_233.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_233.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_233.jpg, 0, 0.07790339, 0, 17.16988
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_333.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_333.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_333.jpg, 0, 0.3781794, 0, 16.78768
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_434.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_434.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_434.jpg, -0.05459009, 0.1391409, 0, 17.42621
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_533.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_533.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_533.jpg, -0.3424855, 0, 0, 16.75879
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_634.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_634.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_634.jpg, -0.04093988, 0, 0, 17.09568
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_735.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_735.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_735.jpg, 0, 0, 0, 16.38883
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_835.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_835.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_835.jpg, -0.1488054, 0, 0, 16.75595
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_13_938.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_13_938.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_13_938.jpg, 0, 0, 0, 16.04644
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_038.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_038.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_038.jpg, 0, 0, 0, 16.42656
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_139.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_139.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_139.jpg, 0, 0.1276311, 0, 15.73388
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_239.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_239.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_239.jpg, 0, 0.3069969, 0, 16.42016
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_341.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_341.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_341.jpg, -0.0182505, 0.01440121, 0, 15.93978
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_442.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_442.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_442.jpg, -0.3217512, 0, 0, 16.26188
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_542.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_542.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_542.jpg, -0.2421919, 0, 0, 15.50836
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_643.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_643.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_643.jpg, 0, 0, 0, 15.90046
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_745.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_745.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_745.jpg, 0, 0.2049015, 0, 15.25673
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_845.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_845.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_845.jpg, 0, 0.05773113, 0, 15.87144
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_14_946.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_14_946.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_14_946.jpg, 0, 0, 0, 15.18703
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_049.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_049.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_049.jpg, 0, 0.0166254, 0, 15.60342
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_150.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_150.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_150.jpg, 0, 0.3422702, 0, 15.65183
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_251.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_251.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_251.jpg, 0, 0.04001652, 0, 15.21242
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_352.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_352.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_352.jpg, -0.2976987, 0, 0, 15.56313
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_453.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_453.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_453.jpg, -0.3543939, 0, 0, 14.80398
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_554.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_554.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_554.jpg, -0.05343504, 0.08836079, 0, 15.22037
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_654.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_654.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_654.jpg, 0, 0.3907695, 0, 14.858
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_754.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_754.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_754.jpg, 0, 0.1755714, 0, 15.57796
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_855.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_855.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_855.jpg, 0, 0.1563222, 0, 14.9538
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_15_955.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_15_955.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_15_955.jpg, 0, 0.006695974, 0, 15.53082
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_057.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_057.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_057.jpg, 0, 0.2084121, 0, 14.91526
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_159.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_159.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_159.jpg, 0, 0.0664224, 0, 15.528
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_260.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_260.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_260.jpg, 0, 0.2190801, 0, 14.95056
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_362.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_362.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_362.jpg, 0, 0.366761, 0, 15.70741
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_463.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_463.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_463.jpg, -0.1038432, 0.0653847, 0, 15.34274
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_563.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_563.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_563.jpg, -0.2215521, 0, 0, 15.69739
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_664.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_664.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_664.jpg, 0, 0, 0, 14.98784
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_765.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_765.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_765.jpg, -0.1302873, 0, 0, 15.40698
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_867.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_867.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_867.jpg, 0, 0, 0, 14.73897
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_16_966.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_16_966.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_16_966.jpg, 0, 0.05297039, 0, 15.10533
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_17_068.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_17_068.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_17_068.jpg, 0, 0.3410874, 0, 14.62398
D:\Fall 2023\Robot Perception\IMG\center_2023_10_02_23_25_17_170.jpg, D:\Fall 2023\Robot Perception\IMG\left_2023_10_02_23_25_17_170.jpg, D:\Fall 2023\Robot Perception\IMG\right_2023_10_02_23_25_17_170.jpg, 0, 0.0164898, 0, 14.66921
